Subject,Start Date,Start Time,End Date,End Time,Description,Location,Private
Low Tide: 0.053 ft.,01/29/2021,04:01 PM,01/29/2021,04:31 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.294 ft.,01/29/2021,09:25 PM,01/29/2021,09:55 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.011 ft.,01/30/2021,03:47 AM,01/30/2021,04:17 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.451 ft.,01/30/2021,09:48 AM,01/30/2021,10:18 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.057 ft.,01/30/2021,04:40 PM,01/30/2021,05:10 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.330 ft.,01/30/2021,10:05 PM,01/30/2021,10:35 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.042 ft.,01/31/2021,04:27 AM,01/31/2021,04:57 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.466 ft.,01/31/2021,10:25 AM,01/31/2021,10:55 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.069 ft.,01/31/2021,05:24 PM,01/31/2021,05:54 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.367 ft.,01/31/2021,10:55 PM,01/31/2021,11:25 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.086 ft.,02/01/2021,05:14 AM,02/01/2021,05:44 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.475 ft.,02/01/2021,11:12 AM,02/01/2021,11:42 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.085 ft.,02/01/2021,06:13 PM,02/01/2021,06:43 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.411 ft.,02/02/2021,12:00 AM,02/02/2021,12:30 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.134 ft.,02/02/2021,06:12 AM,02/02/2021,06:42 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.482 ft.,02/02/2021,12:14 PM,02/02/2021,12:44 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.106 ft.,02/02/2021,07:01 PM,02/02/2021,07:31 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.463 ft.,02/03/2021,12:57 AM,02/03/2021,01:27 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.180 ft.,02/03/2021,07:12 AM,02/03/2021,07:42 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.486 ft.,02/03/2021,01:07 PM,02/03/2021,01:37 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.133 ft.,02/03/2021,07:48 PM,02/03/2021,08:18 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.513 ft.,02/04/2021,01:45 AM,02/04/2021,02:15 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.224 ft.,02/04/2021,08:12 AM,02/04/2021,08:42 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.482 ft.,02/04/2021,01:54 PM,02/04/2021,02:24 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.164 ft.,02/04/2021,08:38 PM,02/04/2021,09:08 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.552 ft.,02/05/2021,02:34 AM,02/05/2021,03:04 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.260 ft.,02/05/2021,09:29 AM,02/05/2021,09:59 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.470 ft.,02/05/2021,02:45 PM,02/05/2021,03:15 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.190 ft.,02/05/2021,09:41 PM,02/05/2021,10:11 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.583 ft.,02/06/2021,03:34 AM,02/06/2021,04:04 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.276 ft.,02/06/2021,10:46 AM,02/06/2021,11:16 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.460 ft.,02/06/2021,03:55 PM,02/06/2021,04:25 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.202 ft.,02/06/2021,10:43 PM,02/06/2021,11:13 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.615 ft.,02/07/2021,04:40 AM,02/07/2021,05:10 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.283 ft.,02/07/2021,11:45 AM,02/07/2021,12:15 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.465 ft.,02/07/2021,05:02 PM,02/07/2021,05:32 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.206 ft.,02/07/2021,11:34 PM,02/08/2021,12:04 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.643 ft.,02/08/2021,05:36 AM,02/08/2021,06:06 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.291 ft.,02/08/2021,12:41 PM,02/08/2021,01:11 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.476 ft.,02/08/2021,05:55 PM,02/08/2021,06:25 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.209 ft.,02/09/2021,12:24 AM,02/09/2021,12:54 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.658 ft.,02/09/2021,06:28 AM,02/09/2021,06:58 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.293 ft.,02/09/2021,01:44 PM,02/09/2021,02:14 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.486 ft.,02/09/2021,06:47 PM,02/09/2021,07:17 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.212 ft.,02/10/2021,01:20 AM,02/10/2021,01:50 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.660 ft.,02/10/2021,07:21 AM,02/10/2021,07:51 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.281 ft.,02/10/2021,02:42 PM,02/10/2021,03:12 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.496 ft.,02/10/2021,07:41 PM,02/10/2021,08:11 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.209 ft.,02/11/2021,02:20 AM,02/11/2021,02:50 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.654 ft.,02/11/2021,08:14 AM,02/11/2021,08:44 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.263 ft.,02/11/2021,03:25 PM,02/11/2021,03:55 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.507 ft.,02/11/2021,08:34 PM,02/11/2021,09:04 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.206 ft.,02/12/2021,03:10 AM,02/12/2021,03:40 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.638 ft.,02/12/2021,09:00 AM,02/12/2021,09:30 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.242 ft.,02/12/2021,04:02 PM,02/12/2021,04:32 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.513 ft.,02/12/2021,09:21 PM,02/12/2021,09:51 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.210 ft.,02/13/2021,03:52 AM,02/13/2021,04:22 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.610 ft.,02/13/2021,09:41 AM,02/13/2021,10:11 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.222 ft.,02/13/2021,04:37 PM,02/13/2021,05:07 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.509 ft.,02/13/2021,10:05 PM,02/13/2021,10:35 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.222 ft.,02/14/2021,04:31 AM,02/14/2021,05:01 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.571 ft.,02/14/2021,10:22 AM,02/14/2021,10:52 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.203 ft.,02/14/2021,05:14 PM,02/14/2021,05:44 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.498 ft.,02/14/2021,10:54 PM,02/14/2021,11:24 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.237 ft.,02/15/2021,05:11 AM,02/15/2021,05:41 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.526 ft.,02/15/2021,11:07 AM,02/15/2021,11:37 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.185 ft.,02/15/2021,05:54 PM,02/15/2021,06:24 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.485 ft.,02/15/2021,11:51 PM,02/16/2021,12:21 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.248 ft.,02/16/2021,05:59 AM,02/16/2021,06:29 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.483 ft.,02/16/2021,12:01 PM,02/16/2021,12:31 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.171 ft.,02/16/2021,06:35 PM,02/16/2021,07:05 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.477 ft.,02/17/2021,12:44 AM,02/17/2021,01:14 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.252 ft.,02/17/2021,06:49 AM,02/17/2021,07:19 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.446 ft.,02/17/2021,12:53 PM,02/17/2021,01:23 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
Low Tide: 0.161 ft.,02/17/2021,07:14 PM,02/17/2021,07:44 PM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
High Tide: 0.469 ft.,02/18/2021,01:29 AM,02/18/2021,01:59 AM,"Tides from: http://tidesandcurrents.noaa.gov/tide_predictions.shtml.\nCalendar template created in dotNetCore by Brian Wharton","Location: 8654467 USCG Station Hatteras, NC",false
